jogador_pasta,img,nome,overall,gols_jogador,gols_time,assistencias_jogador,assistencias_time,finalizacoes_jogador,finalizacoes_time,precisao_finalizacoes_pct_jogador,precisao_finalizacoes_pct_time,passes_jogador,passes_time,precisao_passes_pct_jogador,precisao_passes_pct_time,dribles_jogador,dribles_time,taxa_dribles_certos_pct_jogador,taxa_dribles_certos_pct_time,divididas_jogador,divididas_time,taxa_divididas_ganhas_pct_jogador,taxa_divididas_ganhas_pct_time,impedimentos_jogador,impedimentos_time,faltas_cometidas_jogador,faltas_cometidas_time,posses_bola_ganhas_jogador,posses_bola_ganhas_time,perdas_posse_bola_jogador,perdas_posse_bola_time,minutos_jogados_media_time_jogador,minutos_jogados_media_time_time,distancia_percorrida_media_time_km_jogador,distancia_percorrida_media_time_km_time,distancia_corrida_media_time_km_jogador,distancia_corrida_media_time_km_time
,Captura de Tela (2106).png,Eddie Nketiah,76,0,1,0,0,0,7,0,29,11,89,82,83,5,56,100,92,1,12,0,33,0,1,0,1,0,18,2,15,93,68,"8,6","6,6","1,0","0,8"
,Captura de Tela (2107).png,Daichi Kamada,81,0,1,0,0,2,7,0,29,10,89,100,83,12,66,75,92,2,12,100,33,0,1,0,1,3,18,3,15,93,68,"9,7","6,6","1,1","0,8"
,Captura de Tela (2108).png,Scott Banks,67,0,1,0,0,1,7,0,29,5,89,60,83,6,66,83,92,0,12,0,33,0,1,0,1,0,18,1,15,93,68,"0,4","6,6","1,5","0,8"
,Captura de Tela (2109).png,Bradley Gray,60,0,1,0,0,0,7,0,29,1,89,0,83,0,66,0,92,0,12,0,33,0,1,0,1,0,18,0,15,9,68,"1,1","6,6","0,2","0,8"
,Captura de Tela (2110).png,Jesurun Rak-Sakyi,72,0,1,0,0,0,7,0,29,9,89,78,83,7,66,100,92,1,12,0,33,0,1,0,1,1,18,1,15,84,68,"9,5","6,6","1,1","0,8"
,Captura de Tela (2111).png,Lewis Cook,77,1,1,0,0,4,7,50,29,7,89,100,83,5,66,100,92,1,12,100,33,0,1,0,1,3,18,2,15,93,68,"9,8","6,6","0,8","0,8"
,Captura de Tela (2112).png,Will Yuplegt,76,0,1,0,0,0,7,0,29,2,89,50,83,2,66,100,92,0,12,0,33,0,1,0,1,0,18,1,15,21,68,"2,0","6,6","0,2","0,8"
,Captura de Tela (2113).png,Kevin Kampl,79,0,1,0,0,0,7,0,29,7,89,71,83,6,66,100,92,1,12,0,33,0,1,0,1,1,18,2,15,72,68,"7,0","6,6","0,3","0,8"
,Captura de Tela (2114).png,Jonathan Gomez,67,0,1,0,0,0,7,0,29,0,89,0,83,0,66,0,92,0,12,0,33,0,1,0,1,0,18,0,15,9,68,"1,0","6,6","0,0","0,8"
,Captura de Tela (2115).png,Mitchell,77,0,1,0,0,0,7,0,29,8,89,75,83,5,66,100,92,3,12,33,33,1,1,0,1,2,18,0,15,84,68,"9,8","6,6","1,9","0,8"
,Captura de Tela (2116).png,Elias Fink,64,0,1,0,0,0,7,0,29,1,89,100,83,0,66,0,92,1,12,0,33,0,1,1,1,0,18,0,15,9,68,"0,9","6,6","0,1","0,8"
,Captura de Tela (2117).png,George Coleman,65,0,1,0,0,0,7,0,29,11,89,100,83,9,66,89,92,1,12,0,33,0,1,0,1,3,18,0,15,84,68,"7,2","6,6","0,5","0,8"
,Captura de Tela (2118).png,Chris Richards,76,0,1,0,0,0,7,0,29,7,89,100,83,5,66,100,92,0,12,0,33,0,1,0,1,2,18,0,15,93,68,"8,3","6,6","0,6","0,8"
,Captura de Tela (2119).png,Dantel Mufioz,77,0,1,0,0,0,7,0,29,8,89,75,83,4,66,100,92,1,12,0,33,0,1,0,1,2,18,2,15,93,68,"0,4","6,6","2,2","0,8"
,Captura de Tela (2139).png,Jean-Philippe Mateta,79,2,4,0,4,3,6,67,67,4,68,100,88,4,55,100,96,1,16,0,19,0,0,0,1,0,11,0,7,92,72,"9,0","7,0","1,4","0,9"
,Captura de Tela (2140).png,Daichi Kamada,81,0,4,2,4,0,6,0,67,11,68,91,88,8,55,100,96,1,16,100,19,0,0,0,1,1,11,1,7,92,72,"9,3","7,0","1,2","0,9"
,Captura de Tela (2141).png,Anthony Gordon,78,0,4,2,4,1,6,0,67,5,68,80,88,6,55,83,96,0,16,0,19,0,0,0,1,0,11,1,7,92,72,"9,5","7,0","1,4","0,9"
,Captura de Tela (2142).png,Ismaila Sarr,83,2,4,0,4,2,6,100,67,5,68,80,88,5,55,80,96,1,16,0,19,0,0,0,1,1,11,2,7,92,72,"0,6","7,0","2,6","0,9"
,Captura de Tela (2143).png,Tom Davies,78,0,4,0,4,0,6,0,67,9,68,100,88,6,55,100,96,4,16,25,19,0,0,0,1,4,11,0,7,92,72,"9,7","7,0","1,0","0,9"
,Captura de Tela (2144).png,Will Hughes,76,0,4,0,4,0,6,0,67,0,68,0,88,0,55,0,96,0,16,0,19,0,0,0,1,0,11,0,7,7,72,"0,7","7,0","0,0","0,9"
,Captura de Tela (2145).png,Jefferson Lerma,76,0,4,0,4,0,6,0,67,8,68,75,88,7,55,100,96,1,16,0,19,0,0,0,1,0,11,0,7,85,72,"8,8","7,0","0,6","0,9"
,Captura de Tela (2146).png,Tyrick Mitchell,77,0,4,0,4,0,6,0,67,5,68,100,88,3,55,100,96,1,16,0,19,0,0,0,1,0,11,0,7,92,72,"9,4","7,0","1,5","0,9"
,Captura de Tela (2147).png,Chris Richards,76,0,4,0,4,0,6,0,67,2,68,100,88,1,55,100,96,0,16,0,19,0,0,0,1,1,11,0,7,7,72,"0,5","7,0","0,0","0,9"
,Captura de Tela (2148).png,Marc Guehi,81,0,4,0,4,0,6,0,67,7,68,86,88,6,55,100,96,4,16,0,19,0,0,1,1,0,11,1,7,85,72,"8,3","7,0","0,7","0,9"
,Captura de Tela (2149).png,Joachim Andersen,79,0,4,0,4,0,6,0,67,3,68,67,88,3,55,100,96,1,16,100,19,0,0,0,1,2,11,1,7,92,72,"7,8","7,0","0,3","0,9"
,Captura de Tela (2150).png,Tino Livramento,77,0,4,0,4,0,6,0,67,0,68,0,88,0,55,0,96,0,16,0,19,0,0,0,1,0,11,0,7,7,72,"0,6","7,0","0,0","0,9"
,Captura de Tela (2151).png,Daniel Munoz,77,0,4,0,4,0,6,0,67,6,68,83,88,6,55,100,96,2,16,0,19,0,0,0,1,0,11,1,7,85,72,"9,4","7,0","1,9","0,9"
,Captura de Tela (2152).png,Caoimhin Kelleher,76,0,4,0,4,0,6,0,67,3,68,100,88,0,55,0,96,0,16,0,19,0,0,0,1,2,11,0,7,92,72,"3,6","7,0","0,0","0,9"
,Captura de Tela (2155).png,Anthony Gordon,79,0,2,0,2,0,12,0,50,7,71,57,87,5,63,100,90,1,6,100,50,0,0,0,0,1,15,0,9,95,80,"9,2","7,3","1,3","0,9"
,Captura de Tela (2156).png,Eddie Nketiah,76,0,2,1,2,1,12,0,50,7,71,100,87,6,63,83,90,0,6,0,50,0,0,0,0,1,15,2,9,77,80,"6,7","7,3","0,8","40,9"
,Captura de Tela (2157).png,Ismaila Sarr,83,1,2,1,2,4,12,75,50,10,71,80,87,11,63,100,90,0,6,0,50,0,0,0,0,0,15,0,9,95,80,"9,8","7,3","1,9","0,9"
,Captura de Tela (2158).png,Daichi Kamada,81,1,2,0,2,2,12,100,50,10,71,80,87,10,63,90,90,2,6,0,50,0,0,0,0,0,15,4,9,95,80,"8,9","7,3","1,1","0,9"
,Captura de Tela (2159).png,Tom Davies,78,0,2,0,2,0,12,0,50,9,71,100,87,8,63,100,90,0,6,0,50,0,0,0,0,0,15,1,9,95,80,"9,6","7,3","0,9","0,9"
,Captura de Tela (2160).png,Jefferson Lerma,76,0,2,0,2,3,12,33,50,5,71,100,87,7,63,86,90,0,6,0,50,0,0,0,0,0,15,1,9,95,80,"9,2","7,3","1,2","0,9"
,Captura de Tela (2161).png,Tino Livramento,77,0,2,0,2,0,12,0,50,3,71,100,87,2,63,100,90,0,6,0,50,0,0,0,0,1,15,0,9,18,80,"1,8","7,3","0,3","40,9"
,Captura de Tela (2162).png,Tyrick Mitchell,77,0,2,0,2,0,12,0,50,3,71,100,87,3,63,67,90,0,6,0,50,0,0,0,0,1,15,0,9,77,80,"7,3","7,3","1,2","0,9"
,Captura de Tela (2163).png,Marc Guehi,81,0,2,0,2,0,12,0,50,1,71,100,87,2,63,50,90,1,6,100,50,0,0,0,0,3,15,0,9,95,80,"8,2","7,3","0,4","0,9"
,Captura de Tela (2164).png,Chris Richards,77,0,2,0,2,1,12,0,50,2,71,100,87,3,63,67,90,0,6,0,50,0,0,0,0,1,15,0,9,95,80,"8,5","7,3","0,6","0,9"
,Captura de Tela (2165).png,Daniel Munoz,77,0,2,0,2,0,12,0,50,10,71,100,87,5,63,100,90,2,6,50,50,0,0,0,0,4,15,0,9,95,80,"0,0","7,3","2,2","40,9"
,Captura de Tela (2166).png,Sam Johnstone,75,0,2,0,2,0,12,0,50,2,71,50,87,0,63,0,90,0,6,0,50,0,0,0,0,3,15,0,9,95,80,"3,4","7,3","0,0","0,9"
,Captura de Tela (2194).png,Eddie Nketiah,77,0,6,0,6,0,9,0,89,1,72,100,88,1,51,100,88,1,15,0,13,0,0,0,1,0,14,0,10,20,63,"1,7","6,1","0,2","0,7"
,Captura de Tela (2195).png,Jean-Philippe Mateta,79,2,6,0,6,2,9,100,89,8,72,88,88,3,51,100,88,1,15,0,13,0,0,0,1,0,14,0,10,73,63,"6,6","6,1","0,7","0,7"
,Captura de Tela (2196).png,Daichi Kamada,81,1,6,0,6,2,9,50,89,6,72,83,88,5,51,80,88,0,15,0,13,0,0,0,1,0,14,2,10,93,63,"9,6","6,1","1,2","0,7"
,Captura de Tela (2197).png,Anthony Gordon,79,0,6,5,6,0,9,0,89,13,72,85,88,12,51,92,88,2,15,50,13,0,0,0,1,1,14,2,10,93,63,"0,5","6,1","2,0","0,7"
,Captura de Tela (2198).png,Ismaila,83,3,6,0,6,5,9,100,89,5,72,100,88,5,51,60,88,1,15,0,13,0,0,0,1,0,14,2,10,93,63,"0,7","6,1","2,2","0,7"
,Captura de Tela (2199).png,Tom Davies,78,0,6,0,6,0,9,0,89,4,72,75,88,4,51,100,88,1,15,0,13,0,0,0,1,0,14,1,10,43,63,"4,4","6,1","0,6","0,7"
,Captura de Tela (2200).png,Lewis Cook,77,0,6,0,6,0,9,0,89,3,72,67,88,2,51,50,88,0,15,0,13,0,0,0,1,1,14,1,10,50,63,"5,5","6,1","0,5","0,7"
,Captura de Tela (2201).png,Will Aupdeg,76,0,6,0,6,0,9,0,89,4,72,75,88,3,51,100,88,1,15,0,13,0,0,0,1,0,14,1,10,30,63,"2,8","6,1","0,1","0,7"
,Captura de Tela (2202).png,Jefferson Lerma,76,0,6,0,6,0,9,0,89,4,72,75,88,4,51,75,88,1,15,0,13,0,0,0,1,1,14,1,10,63,63,"6,7","6,1","0,7","0,7"
,Captura de Tela (2203).png,Jonathan Gomez,67,0,6,0,6,0,9,0,89,7,72,100,88,2,51,100,88,0,15,0,13,0,0,0,1,4,14,0,10,93,63,"8,9","6,1","0,9","0,7"
,Captura de Tela (2204).png,George Coleman,65,0,6,0,6,0,9,0,89,4,72,75,88,2,51,100,88,1,15,0,13,0,0,0,1,1,14,0,10,63,63,"5,7","6,1","0,3","0,7"
,Captura de Tela (2205).png,Chris Richards,77,0,6,0,6,0,9,0,89,0,72,0,88,0,51,0,88,2,15,50,13,0,0,0,1,1,14,0,10,93,63,"8,2","6,1","0,5","0,7"
,Captura de Tela (2206).png,James Tomkins,71,0,6,0,6,0,9,0,89,1,72,100,88,0,51,0,88,0,15,0,13,0,0,0,1,1,14,0,10,30,63,"2,5","6,1","0,1","0,7"
,Captura de Tela (2207).png,Daniel Mufioz,77,0,6,0,6,0,9,0,89,2,72,100,88,2,51,100,88,0,15,0,13,0,0,0,1,0,14,0,10,20,63,"1,7","4,1","0,1","0,7"
,Captura de Tela (2208).png,Tino Livramento,77,0,6,1,6,0,9,0,89,6,72,100,88,5,51,100,88,4,15,0,13,0,0,1,1,2,14,0,10,73,63,"8,0","4,1","1,4","0,7"
,Captura de Tela (2209).png,Sam Johnstone,75,0,6,0,6,0,9,0,89,4,72,100,88,1,51,100,88,0,15,0,13,0,0,0,1,2,14,0,10,93,63,"4,2","6,1","0,0","0,7"
,Captura de Tela (2221).png,Eddie Nketiah,77,0,0,0,0,1,5,0,20,4,97,100,86,4,87,100,86,0,12,0,50,0,0,0,1,0,14,0,15,31,64,"3,3","6,1","0,4","40,6"
,Captura de Tela (2222).png,Jean-Philippe Mateta,79,0,0,0,0,0,5,0,20,2,97,100,86,1,87,100,86,0,12,0,50,0,0,0,1,0,14,0,15,63,64,"5,6","6,1","0,5","0,6"
,Captura de Tela (2223).png,Daichi Kamada,81,0,0,0,0,0,5,0,20,7,97,86,86,5,87,80,86,0,12,0,50,0,0,0,1,0,14,1,15,63,64,"6,4","6,1","0,7","40,6"
,Captura de Tela (2224).png,Anthony Gordon,79,0,0,0,0,1,5,100,20,9,97,67,86,8,87,75,86,3,12,0,50,0,0,0,1,0,14,2,15,94,64,"0,4","6,1","1,2","0,6"
,Captura de Tela (2225).png,Lewis Cook,77,0,0,0,0,1,5,0,20,2,97,100,86,3,87,67,86,1,12,100,50,0,0,0,1,2,14,0,15,12,64,"1,4","6,1","0,1","0,4"
,Captura de Tela (2226).png,Tom Davies,78,0,0,0,0,0,5,0,20,6,97,50,86,9,87,44,86,1,12,100,50,0,0,0,1,1,14,6,15,82,64,"8,9","6,1","1,3","0,6"
,Captura de Tela (2227).png,Ismaila Sarr,83,0,0,0,0,1,5,0,20,6,97,100,86,4,87,100,86,0,12,0,50,0,0,0,1,1,14,0,15,94,64,"0,1","6,1","1,3","0,6"
,Captura de Tela (2228).png,Will Yupbegt,76,0,0,0,0,0,5,0,20,7,97,100,86,7,87,86,86,0,12,0,50,0,0,0,1,0,14,1,15,31,64,"3,3","6,1","0,3","0,6"
,Captura de Tela (2229).png,Jefferson Lerma,76,0,0,0,0,0,5,0,20,13,97,85,86,12,87,92,86,0,12,0,50,0,0,0,1,0,14,2,15,94,64,"9,0","6,1","0,3","0,6"
,Captura de Tela (2230).png,Nathaniel Iebsey,69,0,0,0,0,0,5,0,20,0,97,0,86,0,87,0,86,0,12,0,50,0,0,0,1,0,14,0,15,1,64,"0,1","6,1","0,0","0,6"
,Captura de Tela (2231).png,Jonathan Gomez,67,0,0,0,0,0,5,0,20,10,97,70,86,8,87,100,86,2,12,100,50,0,0,0,1,4,14,2,15,93,64,"9,6","6,1","1,0","0,6"
,Captura de Tela (2232).png,Marc Guehi,81,0,0,0,0,0,5,0,20,9,97,100,86,8,87,100,86,2,12,50,50,0,0,0,1,2,14,0,15,94,64,"8,8","6,1","0,7","40,6"
,Captura de Tela (2233).png,Chris Richards,77,0,0,0,0,0,5,0,20,13,97,92,86,12,87,92,86,2,12,50,50,0,0,0,1,2,14,0,15,94,64,"8,2","6,1","0,6","0,6"
,Captura de Tela (2234).png,Tino Livramento,77,0,0,0,0,1,5,0,20,2,97,50,86,2,87,100,86,0,12,0,50,0,0,0,1,0,14,1,15,49,64,"4,6","6,1","0,3","0,6"
,Captura de Tela (2250).png,Eddie Nketiah,77,0,1,0,1,0,4,0,75,1,87,100,90,1,71,100,92,0,7,0,57,0,1,0,1,0,11,0,11,9,63,"1,0","5,9","0,1","0,5"
,Captura de Tela (2251).png,Jean-Philippe Mateta,79,0,1,0,1,1,4,100,75,5,87,80,90,4,71,100,92,1,7,0,57,0,1,0,1,0,11,0,11,83,63,"8,0","5,9","0,7","0,5"
,Captura de Tela (2252).png,Daichi Kamada,81,0,1,1,1,0,4,0,75,6,87,83,90,6,71,67,92,0,7,0,57,1,1,0,1,0,11,3,11,92,63,"9,2","5,9","0,6","0,5"
,Captura de Tela (2253).png,Ismaila Sarr,83,0,1,0,1,0,4,0,75,1,87,100,90,1,71,100,92,0,7,0,57,0,1,0,1,0,11,0,11,9,63,"1,1","5,9","0,4","0,5"
,Captura de Tela (2254).png,Anthony Gordon,79,0,1,0,1,0,4,0,75,6,87,67,90,7,71,71,92,0,7,0,57,0,1,0,1,3,11,3,11,83,63,"9,1","5,9","1,2","0,5"
,Captura de Tela (2255).png,Reece Paterson,71,0,1,0,1,1,4,0,75,12,87,75,90,11,71,100,92,0,7,0,57,0,1,0,1,1,11,0,11,92,63,"0,1","5,9","1,1","0,5"
,Captura de Tela (2256).png,Davies,78,0,1,0,1,0,4,0,75,1,87,100,90,1,71,100,92,0,7,0,57,0,1,0,1,1,11,0,11,28,63,"2,8","5,9","0,2","0,5"
,Captura de Tela (2257).png,Lewis Cook,77,1,1,0,1,1,4,100,75,8,87,100,90,5,71,100,92,2,7,50,57,0,1,0,1,1,11,0,11,64,63,"6,5","5,9","0,5","0,5"
,Captura de Tela (2258).png,Jefferson Lerma,76,0,1,0,1,0,4,0,75,14,87,100,90,9,71,100,92,1,7,100,57,0,1,0,1,0,11,0,11,92,63,"8,7","5,9","0,3","0,5"
,Captura de Tela (2259).png,Tino Livramento,77,0,1,0,1,0,4,0,75,6,87,67,90,4,71,100,92,0,7,0,57,0,1,0,1,2,11,2,11,47,63,"4,6","5,9","0,4","0,5"
,Captura de Tela (2260).png,Mitchell,77,0,1,0,1,0,4,0,75,3,87,100,90,4,71,75,92,3,7,67,57,0,1,0,1,2,11,1,11,45,63,"4,8","5,9","0,6","0,5"
,Captura de Tela (2261).png,Gueéhi,81,0,1,0,1,0,4,0,75,4,87,100,90,3,71,100,92,0,7,0,57,0,1,0,1,0,11,0,11,92,63,"7,7","5,9","0,3","0,5"
,Captura de Tela (2262).png,Chris Richards,77,0,1,0,1,0,4,0,75,6,87,100,90,5,71,100,92,0,7,0,57,0,1,0,1,0,11,0,11,47,63,"3,8","5,9","0,1","0,5"
,Captura de Tela (2263).png,Joachim Andersen,79,0,1,0,1,0,4,0,75,2,87,100,90,1,71,100,92,0,7,0,57,0,1,1,1,0,11,0,11,45,63,"3,7","5,9","0,1","0,5"
,Captura de Tela (2264).png,Daniel Munoz,77,0,1,0,1,1,4,100,75,8,87,100,90,8,71,88,92,0,7,0,57,0,1,0,1,0,11,2,11,92,63,"9,6","5,9","0,8","0,5"
,Captura de Tela (2291).png,Eddie Nketiah,77,0,2,0,2,3,13,33,69,3,84,67,82,5,69,80,96,0,14,0,43,0,0,0,0,0,17,2,14,45,68,"4,8","6,6","0,8","0,9"
,Captura de Tela (2292).png,Ismaila,83,1,2,1,2,4,13,75,69,7,84,71,82,8,69,88,96,0,14,0,43,0,0,0,0,0,17,3,14,93,68,"0,6","6,6","2,1","0,9"
,Captura de Tela (2293).png,Reece Paterson,71,0,2,0,2,0,13,0,69,5,84,60,82,3,69,100,96,0,14,0,43,0,0,0,0,0,17,1,14,48,68,"5,2","6,6","0,7","0,9"
,Captura de Tela (2294).png,Daichi Kamada,81,0,2,0,2,0,13,0,69,0,84,0,82,0,69,0,96,0,14,0,43,0,0,0,0,0,17,0,14,3,68,"0,3","6,6","0,0","0,9"
,Captura de Tela (2295).png,Rak-Sakyi,72,4,2,1,2,1,13,100,69,8,84,88,82,6,69,100,96,2,14,50,43,0,0,0,0,1,17,1,14,90,68,"9,8","6,6","1,4","0,9"
,Captura de Tela (2296).png,Tom Davies,78,0,2,0,2,3,13,100,69,11,84,91,82,13,69,92,96,0,14,0,43,0,0,0,0,3,17,4,14,93,68,"9,8","6,6","1,3","0,9"
,Captura de Tela (2297).png,Jefferson Lerma,76,0,2,0,2,1,13,0,69,9,84,89,82,7,69,100,96,2,14,50,43,0,0,0,0,1,17,0,14,93,68,"9,5","6,6","0,9","0,9"
,Captura de Tela (2298).png,Lewis Cook,77,0,2,0,2,0,13,0,69,1,84,0,82,1,69,100,96,2,14,0,43,0,0,0,0,0,17,1,14,20,68,"2,0","6,6","0,3","0,9"
,Captura de Tela (2299).png,Cheick Doucouré,77,0,2,0,2,1,13,100,69,7,84,86,82,6,69,100,96,1,14,0,43,0,0,0,0,1,17,0,14,73,68,"6,8","6,6","0,6","0,9"
,Captura de Tela (2300).png,Nathan Ferguson,72,0,2,0,2,0,13,0,69,11,84,82,82,7,69,100,96,2,14,100,43,0,0,0,0,3,17,0,14,93,68,"0,2","6,6","2,1","0,9"
,Captura de Tela (2301).png,Chris Richards,77,0,2,0,2,0,13,0,69,0,84,0,82,0,69,0,96,0,14,0,43,0,0,0,0,0,17,0,14,3,68,"0,2","6,6","0,0","0,9"
,Captura de Tela (2302).png,George Coleman,65,0,2,0,2,0,13,0,69,5,84,100,82,5,69,100,96,2,14,50,43,0,0,0,0,2,17,0,14,90,68,"7,5","6,6","0,5","0,9"
,Captura de Tela (2303).png,Guéhi,81,0,2,0,2,0,13,0,69,5,84,100,82,2,69,100,96,2,14,50,43,0,0,0,0,5,17,0,14,93,68,"8,0","6,6","0,6","0,9"
,Captura de Tela (2304).png,Tino Livramento,78,0,2,0,2,0,13,0,69,9,84,67,82,6,69,100,96,1,14,0,43,0,0,0,0,1,17,2,14,93,68,"0,4","6,6","1,9","0,9"
,Captura de Tela (2310).png,Jean-Philippe Mateta,78,0,6,0,6,0,8,0,75,6,63,100,87,2,53,100,94,0,16,0,44,0,0,0,3,0,14,0,6,78,67,"7,4","6,2","1,3","1,0"
,Captura de Tela (2311).png,Daichi Kamada,81,0,6,0,6,0,8,0,75,0,63,0,87,0,53,0,94,0,16,0,44,0,0,0,3,0,14,0,6,14,67,"1,0","6,2","0,1","1,0"
,Captura de Tela (2312).png,Ismaila Sarr,83,4,6,2,6,5,8,80,75,7,63,100,87,6,53,100,94,0,16,0,44,0,0,0,3,0,14,0,6,92,67,"9,6","6,2","2,3","1,0"
,Captura de Tela (2313).png,Anthony Gordon,79,2,6,3,6,3,8,67,75,8,63,88,87,9,53,100,94,1,16,100,44,0,0,1,3,0,14,1,6,92,67,"9,7","6,2","2,0","1,0"
,Captura de Tela (2314).png,Davies,78,0,6,0,6,0,8,0,75,8,63,88,87,6,53,100,94,1,16,100,44,0,0,0,3,1,14,1,6,92,67,"8,8","6,2","0,9","1,0"
,Captura de Tela (2315).png,Lewis Cook,77,0,6,0,6,0,8,0,75,2,63,50,87,2,53,100,94,1,16,0,44,0,0,0,3,0,14,1,6,14,67,"1,2","6,2","0,0","1,0"
,Captura de Tela (2316).png,Jefferson Lerma,76,0,6,0,6,0,8,0,75,7,63,71,87,6,53,83,94,2,16,50,44,0,0,0,3,2,14,1,6,45,67,"4,8","6,2","0,5","41,0"
,Captura de Tela (2317).png,Dantel Munoz,77,0,6,0,6,0,8,0,75,1,63,100,87,1,53,100,94,1,16,0,44,0,0,0,3,0,14,0,6,47,67,"4,5","6,2","0,5","1,0"
,Captura de Tela (2318).png,Cheick Doucouré,77,0,6,0,6,0,8,0,75,4,63,75,87,4,53,100,94,1,16,0,44,0,0,1,3,0,14,1,6,78,67,"7,6","6,2","1,1","1,0"
,Captura de Tela (2319).png,Tyrick Ss,77,0,6,0,6,0,8,0,75,7,63,71,87,7,53,100,94,3,16,33,44,0,0,1,3,2,14,1,6,78,67,"8,5","6,2","2,8","1,0"
,Captura de Tela (2320).png,Marc Guehi,81,0,6,0,6,0,8,0,75,6,63,100,87,7,53,71,94,3,16,67,44,0,0,0,3,5,14,0,6,92,67,"8,1","6,2","0,9","1,0"
,Captura de Tela (2321).png,Chris Richards,77,0,6,0,6,0,8,0,75,1,63,100,87,0,53,0,94,2,16,50,44,0,0,0,3,1,14,0,6,92,67,"7,7","6,2","0,6","1,0"
,Captura de Tela (2322).png,Tino Livramento,78,0,6,1,6,0,8,0,75,5,63,100,87,3,53,100,94,1,16,0,44,0,0,0,3,2,14,0,6,92,67,"9,7","6,2","2,1","1,0"
,Captura de Tela (2354).png,Jean-Philippe Mateta,78,0,0,0,0,0,7,0,14,0,104,0,83,0,86,0,97,0,10,0,40,0,0,0,0,0,15,0,15,14,63,"1,5","6,1","0,9","3,8"
,Captura de Tela (2355).png,Jorge Pinto,71,0,0,0,0,1,7,0,14,4,104,75,83,4,86,100,97,0,10,0,40,0,0,0,0,0,15,1,15,78,63,"7,3","6,1","4,0","3,8"
,Captura de Tela (2356).png,Daichi Kamada,81,0,0,0,0,1,7,0,14,2,104,100,83,2,86,100,97,0,10,0,40,0,0,0,0,0,15,0,15,14,63,"1,5","6,1","1,0","3,8"
,Captura de Tela (2357).png,Reece Paterson,71,0,0,0,0,0,7,0,14,4,104,100,83,3,86,100,97,0,10,0,40,0,0,0,0,1,15,0,15,14,63,"1,6","4,1","1,2","3,8"
,Captura de Tela (2358).png,Ismaila Sarr,83,0,0,0,0,0,7,0,14,7,104,86,83,5,86,80,97,1,10,0,40,0,0,0,0,0,15,2,15,78,63,"8,4","6,1","5,8","3,8"
,Captura de Tela (2359).png,Tom Davies,78,0,0,0,0,2,7,0,14,14,104,93,83,16,86,88,97,0,10,0,40,0,0,0,0,1,15,3,15,92,63,"9,9","6,1","6,5","3,8"
,Captura de Tela (2360).png,Anthony Gordon,79,0,0,0,0,1,7,0,14,15,104,60,83,11,86,100,97,2,10,100,40,0,0,0,0,2,15,3,15,92,63,"0,2","6,1","7,0","3,8"
,Captura de Tela (2361).png,Jefferson Lerma,76,0,0,0,0,0,7,0,14,18,104,83,83,13,86,100,97,1,10,100,40,0,0,0,0,3,15,0,15,92,63,"9,4","6,1","6,0","3,8"
,Captura de Tela (2362).png,Lewis Cook,77,0,0,0,0,2,7,50,14,10,104,100,83,8,86,100,97,0,10,0,40,0,0,0,0,1,15,0,15,78,63,"7,2","6,1","3,9","3,8"
,Captura de Tela (2363).png,Mitchell,78,0,0,0,0,0,7,0,14,6,104,67,83,6,86,100,97,3,10,0,40,0,0,0,0,0,15,2,15,45,63,"5,4","6,1","3,9","3,8"
,Captura de Tela (2364).png,Chris Richards,77,0,0,0,0,0,7,0,14,0,104,0,83,0,86,0,97,0,10,0,40,0,0,0,0,0,15,0,15,14,63,"1,0","46,1","0,6","3,8"
,Captura de Tela (2365).png,Marc Guehi,82,0,0,0,0,0,7,0,14,5,104,100,83,3,86,100,97,2,10,50,40,0,0,0,0,4,15,0,15,78,63,"7,0","4,1","3,8","3,8"
,Captura de Tela (2366).png,Josip Stanisic,75,0,0,0,0,0,7,0,14,6,104,100,83,4,86,100,97,1,10,0,40,0,0,0,0,1,15,0,15,92,63,"7,6","6,1","3,9","3,8"
,Captura de Tela (2367).png,Tino Livramento,78,0,0,0,0,0,7,0,14,9,104,67,83,8,86,100,97,0,10,0,40,0,0,0,0,1,15,3,15,92,63,"0,6","6,1","7,7","3,8"
,Captura de Tela (2369).png,Jean-Philippe Mateta,78,0,1,0,0,1,11,100,55,6,84,83,83,2,69,50,90,0,15,0,40,1,1,0,2,0,16,2,12,96,70,"8,0","6,6","4,1","4,1"
,Captura de Tela (2370).png,Reece Paterson,71,0,1,0,0,2,11,50,55,8,84,88,83,7,69,86,90,0,15,0,40,0,1,0,2,1,16,2,12,51,70,"4,5","6,6","2,6",4
,Captura de Tela (2371).png,Ismaila Sarr,83,0,1,0,0,1,11,100,55,10,84,90,83,10,69,80,90,1,15,0,40,0,1,0,2,2,16,1,12,96,70,"0,1","6,6","6,8","4,1"
,Captura de Tela (2372).png,Davies,78,1,1,0,0,5,11,60,55,5,84,80,83,7,69,100,90,5,15,60,40,0,1,1,2,3,16,1,12,96,70,"0,0","6,6","8,9","4,1"
,Captura de Tela (2373).png,Jesurun Rak-Sakyi,72,0,1,0,0,1,11,0,55,2,84,100,83,2,69,100,90,0,15,0,40,0,1,0,2,0,16,0,12,37,70,"3,6","6,6","2,3","4,1"
,Captura de Tela (2374).png,Anthony Gordon,79,0,1,0,0,1,11,0,55,6,84,67,83,5,69,80,90,0,15,0,40,0,1,0,2,0,16,0,12,59,70,"6,3","6,6","4,2","4,1"
